,À partir de,Disponible le,Quartier ou lieu-dit,Année de construction,Étage,Nombre d'étages,État du bâtiment,Nombre de façades,Parkings extérieurs,Type d’environnement,Surface habitable,Surface du salon,Type de cuisine,Surface de la cuisine,Chambres,Surface de la chambre 1,Surface de la chambre 2,Salles de bains,Toilettes,Cave,Meublé,Surface de la terrasse,Ascenseur,Accessible aux personnes avec un handicap,Câble TV,Interphone vidéo,Piscine,Consommation d'énergie primaire,Classe énergétique,Numéro du rapport PEB,Emission CO₂,Consommation théorique totale d'énergie primaire,Attestation as-built,Type de chauffage,Panneaux solaires,Double vitrage,Permis de bâtir obtenu,Autorisation de lotissement,Droit d'achat prioritaire possible,Procédure pour violation de la réglementation urbanistique,Type de zone inondable,Affectation urbanistique la plus récente sur la base des dénominations utilisées dans le registre des plans,Prix,Revenu cadastral,Immeuble de rapport,Adresse,Site internet,Référence externe
0,À la livraison,1 février 2024 - 00:00,Gent en omstreken,2022,5,7,Excellent état,2,1,Urbain,"91 m²
mètres carrés","22 m²
mètres carrés",Hyper équipée,"4 m²
mètres carrés",2,"16 m²
mètres carrés","10 m²
mètres carrés",1,1,Oui,Non,"12 m²
mètres carrés",Oui,Non,Oui,Oui,Non,"1 kWh/m²
kilowattheure par mètres carrés",A,Non communiqué,Non communiqué,Non communiqué,Non,Gaz,Oui,Oui,Oui,Oui,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)","375.000 €
375000 €","1 €
1 €",Non,"Sint-Denijslaan 1
9000 - Gent",http://www.immodavinci.be,4956110
